time_s,channel,signal_uv,positive_attribution,seizure_state,sampling_rate_hz,onset_s,offset_s,status,random_seed
0.16000,Fp2,2.14368,0.002247,non-ictal,200,0.68,1.36,SIMULATED,40404
0.16500,Fp2,3.74022,0.002247,non-ictal,200,0.68,1.36,SIMULATED,40404
0.17000,Fp2,0.67565,0.003275,non-ictal,200,0.68,1.36,SIMULATED,40404
0.17500,Fp2,-7.17480,0.003275,non-ictal,200,0.68,1.36,SIMULATED,40404
0.18000,Fp2,-10.99743,0.001029,non-ictal,200,0.68,1.36,SIMULATED,40404
0.18500,Fp2,-13.05669,0.001029,non-ictal,200,0.68,1.36,SIMULATED,40404
0.19000,Fp2,-10.00734,0.001029,non-ictal,200,0.68,1.36,SIMULATED,40404
0.19500,Fp2,-0.74550,0.003649,non-ictal,200,0.68,1.36,SIMULATED,40404
0.20000,Fp2,-1.55963,0.005314,non-ictal,200,0.68,1.36,SIMULATED,40404
0.20500,Fp2,1.68821,0.005314,non-ictal,200,0.68,1.36,SIMULATED,40404
0.21000,Fp2,-2.39504,0.009313,non-ictal,200,0.68,1.36,SIMULATED,40404
0.21500,Fp2,0.82811,0.009313,non-ictal,200,0.68,1.36,SIMULATED,40404
0.22000,Fp2,-1.30141,0.007917,non-ictal,200,0.68,1.36,SIMULATED,40404
0.22500,Fp2,-10.73650,0.006252,non-ictal,200,0.68,1.36,SIMULATED,40404
0.23000,Fp2,-6.43669,0.006324,non-ictal,200,0.68,1.36,SIMULATED,40404
0.23500,Fp2,-11.20139,0.002325,non-ictal,200,0.68,1.36,SIMULATED,40404
0.24000,Fp2,-1.82751,0.003615,non-ictal,200,0.68,1.36,SIMULATED,40404
0.24500,Fp2,-5.30839,0.001362,non-ictal,200,0.68,1.36,SIMULATED,40404
0.25000,Fp2,-4.27178,0.001362,non-ictal,200,0.68,1.36,SIMULATED,40404
0.25500,Fp2,-5.28039,0.001602,non-ictal,200,0.68,1.36,SIMULATED,40404
0.26000,Fp2,-2.40177,0.002892,non-ictal,200,0.68,1.36,SIMULATED,40404
0.26500,Fp2,-2.03214,0.004948,non-ictal,200,0.68,1.36,SIMULATED,40404
0.27000,Fp2,-3.15483,0.006985,non-ictal,200,0.68,1.36,SIMULATED,40404
0.27500,Fp2,-2.94413,0.006985,non-ictal,200,0.68,1.36,SIMULATED,40404
0.28000,Fp2,3.17535,0.009459,non-ictal,200,0.68,1.36,SIMULATED,40404
0.28500,Fp2,7.86900,0.013291,non-ictal,200,0.68,1.36,SIMULATED,40404
0.29000,Fp2,5.10970,0.011994,non-ictal,200,0.68,1.36,SIMULATED,40404
0.29500,Fp2,3.20186,0.009956,non-ictal,200,0.68,1.36,SIMULATED,40404
0.30000,Fp2,1.46918,0.009956,non-ictal,200,0.68,1.36,SIMULATED,40404
0.30500,Fp2,5.28999,0.007171,non-ictal,200,0.68,1.36,SIMULATED,40404
0.31000,Fp2,4.72018,0.005878,non-ictal,200,0.68,1.36,SIMULATED,40404
0.31500,Fp2,3.67334,0.003829,non-ictal,200,0.68,1.36,SIMULATED,40404
0.32000,Fp2,1.69904,0.003829,non-ictal,200,0.68,1.36,SIMULATED,40404
0.32500,Fp2,6.27234,0.005724,non-ictal,200,0.68,1.36,SIMULATED,40404
0.33000,Fp2,2.38770,0.006220,non-ictal,200,0.68,1.36,SIMULATED,40404
0.33500,Fp2,-2.88685,0.004167,non-ictal,200,0.68,1.36,SIMULATED,40404
0.34000,Fp2,-3.72527,0.004167,non-ictal,200,0.68,1.36,SIMULATED,40404
0.34500,Fp2,1.75925,0.004167,non-ictal,200,0.68,1.36,SIMULATED,40404
0.35000,Fp2,2.39529,0.003286,non-ictal,200,0.68,1.36,SIMULATED,40404
0.35500,Fp2,-1.88674,0.002790,non-ictal,200,0.68,1.36,SIMULATED,40404
0.36000,Fp2,-4.18211,0.001014,non-ictal,200,0.68,1.36,SIMULATED,40404
0.36500,Fp2,-4.45024,0.001014,non-ictal,200,0.68,1.36,SIMULATED,40404
0.37000,Fp2,-7.12709,0.004057,non-ictal,200,0.68,1.36,SIMULATED,40404
0.37500,Fp2,-11.02521,0.003043,non-ictal,200,0.68,1.36,SIMULATED,40404
0.38000,Fp2,-5.90438,0.003043,non-ictal,200,0.68,1.36,SIMULATED,40404
0.38500,Fp2,-6.27966,0.003043,non-ictal,200,0.68,1.36,SIMULATED,40404
0.39000,Fp2,-0.08823,0.007730,non-ictal,200,0.68,1.36,SIMULATED,40404
0.39500,Fp2,-1.53242,0.004687,non-ictal,200,0.68,1.36,SIMULATED,40404
0.40000,Fp2,3.77496,0.004687,non-ictal,200,0.68,1.36,SIMULATED,40404
0.40500,Fp2,-2.04498,0.004687,non-ictal,200,0.68,1.36,SIMULATED,40404
0.41000,Fp2,-0.37621,0.009947,non-ictal,200,0.68,1.36,SIMULATED,40404
0.41500,Fp2,-0.31887,0.006485,non-ictal,200,0.68,1.36,SIMULATED,40404
0.42000,Fp2,-0.62626,0.006485,non-ictal,200,0.68,1.36,SIMULATED,40404
0.42500,Fp2,1.83566,0.009177,non-ictal,200,0.68,1.36,SIMULATED,40404
0.43000,Fp2,-3.33760,0.009177,non-ictal,200,0.68,1.36,SIMULATED,40404
0.43500,Fp2,2.73728,0.003917,non-ictal,200,0.68,1.36,SIMULATED,40404
0.44000,Fp2,-3.47601,0.002692,non-ictal,200,0.68,1.36,SIMULATED,40404
0.44500,Fp2,4.28953,0.002692,non-ictal,200,0.68,1.36,SIMULATED,40404
0.45000,Fp2,2.41197,0.001836,non-ictal,200,0.68,1.36,SIMULATED,40404
0.45500,Fp2,8.94065,0.001836,non-ictal,200,0.68,1.36,SIMULATED,40404
0.46000,Fp2,10.44430,0.003930,non-ictal,200,0.68,1.36,SIMULATED,40404
0.46500,Fp2,8.47876,0.004428,non-ictal,200,0.68,1.36,SIMULATED,40404
0.47000,Fp2,1.39326,0.008270,non-ictal,200,0.68,1.36,SIMULATED,40404
0.47500,Fp2,-3.16215,0.006435,non-ictal,200,0.68,1.36,SIMULATED,40404
0.48000,Fp2,-0.31450,0.009821,non-ictal,200,0.68,1.36,SIMULATED,40404
0.48500,Fp2,8.09030,0.008217,non-ictal,200,0.68,1.36,SIMULATED,40404
0.49000,Fp2,6.94447,0.007718,non-ictal,200,0.68,1.36,SIMULATED,40404
0.49500,Fp2,5.13932,0.004787,non-ictal,200,0.68,1.36,SIMULATED,40404
0.50000,Fp2,0.79857,0.012676,non-ictal,200,0.68,1.36,SIMULATED,40404
0.50500,Fp2,5.37177,0.011565,non-ictal,200,0.68,1.36,SIMULATED,40404
0.51000,Fp2,4.24724,0.013115,non-ictal,200,0.68,1.36,SIMULATED,40404
0.51500,Fp2,3.70245,0.020811,non-ictal,200,0.68,1.36,SIMULATED,40404
0.52000,Fp2,-1.23439,0.019953,non-ictal,200,0.68,1.36,SIMULATED,40404
0.52500,Fp2,-1.70435,0.012847,non-ictal,200,0.68,1.36,SIMULATED,40404
0.53000,Fp2,-0.01978,0.011310,non-ictal,200,0.68,1.36,SIMULATED,40404
0.53500,Fp2,-2.66237,0.009471,non-ictal,200,0.68,1.36,SIMULATED,40404
0.54000,Fp2,-2.01907,0.001775,non-ictal,200,0.68,1.36,SIMULATED,40404
0.54500,Fp2,-10.69580,0.001996,non-ictal,200,0.68,1.36,SIMULATED,40404
0.55000,Fp2,-0.72092,0.002785,non-ictal,200,0.68,1.36,SIMULATED,40404
0.55500,Fp2,-7.49721,0.002046,non-ictal,200,0.68,1.36,SIMULATED,40404
0.56000,Fp2,1.02122,0.003967,non-ictal,200,0.68,1.36,SIMULATED,40404
0.56500,Fp2,-7.48478,0.003967,non-ictal,200,0.68,1.36,SIMULATED,40404
0.57000,Fp2,1.42560,0.007409,non-ictal,200,0.68,1.36,SIMULATED,40404
0.57500,Fp2,1.48948,0.006103,non-ictal,200,0.68,1.36,SIMULATED,40404
0.58000,Fp2,4.59187,0.006103,non-ictal,200,0.68,1.36,SIMULATED,40404
0.58500,Fp2,4.92145,0.003981,non-ictal,200,0.68,1.36,SIMULATED,40404
0.59000,Fp2,6.48892,0.003981,non-ictal,200,0.68,1.36,SIMULATED,40404
0.59500,Fp2,8.57666,0.001212,non-ictal,200,0.68,1.36,SIMULATED,40404
0.60000,Fp2,7.65943,0.004766,non-ictal,200,0.68,1.36,SIMULATED,40404
0.60500,Fp2,5.99116,0.010564,non-ictal,200,0.68,1.36,SIMULATED,40404
0.61000,Fp2,4.15138,0.010564,non-ictal,200,0.68,1.36,SIMULATED,40404
0.61500,Fp2,5.73621,0.010564,non-ictal,200,0.68,1.36,SIMULATED,40404
0.62000,Fp2,9.62500,0.009616,non-ictal,200,0.68,1.36,SIMULATED,40404
0.62500,Fp2,7.75674,0.006757,non-ictal,200,0.68,1.36,SIMULATED,40404
0.63000,Fp2,3.19082,0.003030,non-ictal,200,0.68,1.36,SIMULATED,40404
0.63500,Fp2,-5.97256,0.003030,non-ictal,200,0.68,1.36,SIMULATED,40404
0.64000,Fp2,-6.60361,0.003030,non-ictal,200,0.68,1.36,SIMULATED,40404
0.64500,Fp2,-7.03961,0.003774,non-ictal,200,0.68,1.36,SIMULATED,40404
0.65000,Fp2,-1.07432,0.002815,non-ictal,200,0.68,1.36,SIMULATED,40404
0.65500,Fp2,1.35956,0.000744,non-ictal,200,0.68,1.36,SIMULATED,40404
0.66000,Fp2,2.11104,0.001555,non-ictal,200,0.68,1.36,SIMULATED,40404
0.66500,Fp2,-8.64674,0.002364,non-ictal,200,0.68,1.36,SIMULATED,40404
0.67000,Fp2,-14.06325,0.001620,non-ictal,200,0.68,1.36,SIMULATED,40404
0.67500,Fp2,-12.67766,0.006423,non-ictal,200,0.68,1.36,SIMULATED,40404
0.68000,Fp2,-8.00898,0.013478,ictal,200,0.68,1.36,SIMULATED,40404
0.68500,Fp2,-4.50324,0.027701,ictal,200,0.68,1.36,SIMULATED,40404
0.69000,Fp2,-5.42410,0.048148,ictal,200,0.68,1.36,SIMULATED,40404
0.69500,Fp2,-5.33080,0.071887,ictal,200,0.68,1.36,SIMULATED,40404
0.70000,Fp2,-7.14860,0.097599,ictal,200,0.68,1.36,SIMULATED,40404
0.70500,Fp2,-12.31022,0.128531,ictal,200,0.68,1.36,SIMULATED,40404
0.71000,Fp2,-12.28386,0.154083,ictal,200,0.68,1.36,SIMULATED,40404
0.71500,Fp2,-11.30147,0.178514,ictal,200,0.68,1.36,SIMULATED,40404
0.72000,Fp2,-9.77107,0.211042,ictal,200,0.68,1.36,SIMULATED,40404
0.72500,Fp2,-10.45486,0.234809,ictal,200,0.68,1.36,SIMULATED,40404
0.73000,Fp2,-14.72829,0.262090,ictal,200,0.68,1.36,SIMULATED,40404
0.73500,Fp2,-14.76798,0.294206,ictal,200,0.68,1.36,SIMULATED,40404
0.74000,Fp2,-11.08230,0.323714,ictal,200,0.68,1.36,SIMULATED,40404
0.74500,Fp2,-1.01565,0.343758,ictal,200,0.68,1.36,SIMULATED,40404
0.75000,Fp2,4.03104,0.367471,ictal,200,0.68,1.36,SIMULATED,40404
0.75500,Fp2,12.72672,0.384942,ictal,200,0.68,1.36,SIMULATED,40404
0.76000,Fp2,16.07676,0.400863,ictal,200,0.68,1.36,SIMULATED,40404
0.76500,Fp2,22.70713,0.418692,ictal,200,0.68,1.36,SIMULATED,40404
0.77000,Fp2,20.90488,0.436942,ictal,200,0.68,1.36,SIMULATED,40404
0.77500,Fp2,17.01904,0.454832,ictal,200,0.68,1.36,SIMULATED,40404
0.78000,Fp2,21.35971,0.473807,ictal,200,0.68,1.36,SIMULATED,40404
0.78500,Fp2,21.48632,0.493110,ictal,200,0.68,1.36,SIMULATED,40404
0.79000,Fp2,17.07560,0.504660,ictal,200,0.68,1.36,SIMULATED,40404
0.79500,Fp2,3.08260,0.524687,ictal,200,0.68,1.36,SIMULATED,40404
0.80000,Fp2,-5.36269,0.539034,ictal,200,0.68,1.36,SIMULATED,40404
0.80500,Fp2,-10.95480,0.552988,ictal,200,0.68,1.36,SIMULATED,40404
0.81000,Fp2,-22.86289,0.564087,ictal,200,0.68,1.36,SIMULATED,40404
0.81500,Fp2,-28.58500,0.576212,ictal,200,0.68,1.36,SIMULATED,40404
0.82000,Fp2,-24.39549,0.572158,ictal,200,0.68,1.36,SIMULATED,40404
0.82500,Fp2,-11.23536,0.575220,ictal,200,0.68,1.36,SIMULATED,40404
0.83000,Fp2,-8.88477,0.576296,ictal,200,0.68,1.36,SIMULATED,40404
0.83500,Fp2,-4.37229,0.568362,ictal,200,0.68,1.36,SIMULATED,40404
0.84000,Fp2,3.26319,0.560420,ictal,200,0.68,1.36,SIMULATED,40404
0.84500,Fp2,16.20877,0.564050,ictal,200,0.68,1.36,SIMULATED,40404
0.85000,Fp2,25.60617,0.566417,ictal,200,0.68,1.36,SIMULATED,40404
0.85500,Fp2,27.41258,0.566528,ictal,200,0.68,1.36,SIMULATED,40404
0.86000,Fp2,26.11603,0.569707,ictal,200,0.68,1.36,SIMULATED,40404
0.86500,Fp2,20.59739,0.574771,ictal,200,0.68,1.36,SIMULATED,40404
0.87000,Fp2,12.91674,0.579205,ictal,200,0.68,1.36,SIMULATED,40404
0.87500,Fp2,2.63297,0.584970,ictal,200,0.68,1.36,SIMULATED,40404
0.88000,Fp2,-12.11295,0.587323,ictal,200,0.68,1.36,SIMULATED,40404
0.88500,Fp2,-19.98626,0.592949,ictal,200,0.68,1.36,SIMULATED,40404
0.89000,Fp2,-27.81164,0.608127,ictal,200,0.68,1.36,SIMULATED,40404
0.89500,Fp2,-25.16151,0.624255,ictal,200,0.68,1.36,SIMULATED,40404
0.90000,Fp2,-29.36869,0.631808,ictal,200,0.68,1.36,SIMULATED,40404
0.90500,Fp2,-23.40758,0.643929,ictal,200,0.68,1.36,SIMULATED,40404
0.91000,Fp2,-21.77067,0.660614,ictal,200,0.68,1.36,SIMULATED,40404
0.91500,Fp2,-8.93531,0.674246,ictal,200,0.68,1.36,SIMULATED,40404
0.92000,Fp2,-3.09115,0.680043,ictal,200,0.68,1.36,SIMULATED,40404
0.92500,Fp2,4.70446,0.699233,ictal,200,0.68,1.36,SIMULATED,40404
0.93000,Fp2,10.70040,0.708156,ictal,200,0.68,1.36,SIMULATED,40404
0.93500,Fp2,21.10838,0.716014,ictal,200,0.68,1.36,SIMULATED,40404
0.94000,Fp2,27.09705,0.712041,ictal,200,0.68,1.36,SIMULATED,40404
0.94500,Fp2,30.37196,0.718521,ictal,200,0.68,1.36,SIMULATED,40404
0.95000,Fp2,20.18942,0.716764,ictal,200,0.68,1.36,SIMULATED,40404
0.95500,Fp2,11.80707,0.724578,ictal,200,0.68,1.36,SIMULATED,40404
0.96000,Fp2,4.92442,0.724321,ictal,200,0.68,1.36,SIMULATED,40404
0.96500,Fp2,2.77260,0.733086,ictal,200,0.68,1.36,SIMULATED,40404
0.97000,Fp2,-10.49702,0.731012,ictal,200,0.68,1.36,SIMULATED,40404
0.97500,Fp2,-24.81894,0.723816,ictal,200,0.68,1.36,SIMULATED,40404
0.98000,Fp2,-33.08705,0.718726,ictal,200,0.68,1.36,SIMULATED,40404
0.98500,Fp2,-31.99911,0.714604,ictal,200,0.68,1.36,SIMULATED,40404
0.99000,Fp2,-23.06683,0.707633,ictal,200,0.68,1.36,SIMULATED,40404
0.99500,Fp2,-16.87337,0.697573,ictal,200,0.68,1.36,SIMULATED,40404
1.00000,Fp2,-7.77307,0.694554,ictal,200,0.68,1.36,SIMULATED,40404
1.00500,Fp2,0.16852,0.681923,ictal,200,0.68,1.36,SIMULATED,40404
1.01000,Fp2,5.68208,0.675801,ictal,200,0.68,1.36,SIMULATED,40404
1.01500,Fp2,17.07802,0.663320,ictal,200,0.68,1.36,SIMULATED,40404
1.02000,Fp2,21.65488,0.655027,ictal,200,0.68,1.36,SIMULATED,40404
1.02500,Fp2,29.03053,0.638026,ictal,200,0.68,1.36,SIMULATED,40404
1.03000,Fp2,34.02439,0.632636,ictal,200,0.68,1.36,SIMULATED,40404
1.03500,Fp2,32.76828,0.617131,ictal,200,0.68,1.36,SIMULATED,40404
1.04000,Fp2,28.05852,0.605884,ictal,200,0.68,1.36,SIMULATED,40404
1.04500,Fp2,15.74659,0.598869,ictal,200,0.68,1.36,SIMULATED,40404
1.05000,Fp2,-0.84831,0.590016,ictal,200,0.68,1.36,SIMULATED,40404
1.05500,Fp2,-10.97879,0.582622,ictal,200,0.68,1.36,SIMULATED,40404
1.06000,Fp2,-23.68049,0.573405,ictal,200,0.68,1.36,SIMULATED,40404
1.06500,Fp2,-31.90635,0.571581,ictal,200,0.68,1.36,SIMULATED,40404
1.07000,Fp2,-37.10608,0.564053,ictal,200,0.68,1.36,SIMULATED,40404
1.07500,Fp2,-34.41165,0.565252,ictal,200,0.68,1.36,SIMULATED,40404
1.08000,Fp2,-22.95748,0.564491,ictal,200,0.68,1.36,SIMULATED,40404
1.08500,Fp2,-8.03376,0.574352,ictal,200,0.68,1.36,SIMULATED,40404
1.09000,Fp2,0.46703,0.572353,ictal,200,0.68,1.36,SIMULATED,40404
1.09500,Fp2,10.96147,0.580024,ictal,200,0.68,1.36,SIMULATED,40404
1.10000,Fp2,17.59214,0.585106,ictal,200,0.68,1.36,SIMULATED,40404
1.10500,Fp2,26.17134,0.590726,ictal,200,0.68,1.36,SIMULATED,40404
1.11000,Fp2,30.02755,0.605131,ictal,200,0.68,1.36,SIMULATED,40404
1.11500,Fp2,24.42344,0.624869,ictal,200,0.68,1.36,SIMULATED,40404
1.12000,Fp2,17.95081,0.634387,ictal,200,0.68,1.36,SIMULATED,40404
1.12500,Fp2,6.42877,0.649827,ictal,200,0.68,1.36,SIMULATED,40404
1.13000,Fp2,-5.31340,0.663110,ictal,200,0.68,1.36,SIMULATED,40404
1.13500,Fp2,-17.15451,0.665660,ictal,200,0.68,1.36,SIMULATED,40404
1.14000,Fp2,-24.88237,0.671521,ictal,200,0.68,1.36,SIMULATED,40404
1.14500,Fp2,-30.24448,0.685310,ictal,200,0.68,1.36,SIMULATED,40404
1.15000,Fp2,-31.19583,0.699596,ictal,200,0.68,1.36,SIMULATED,40404
1.15500,Fp2,-30.63102,0.709108,ictal,200,0.68,1.36,SIMULATED,40404
1.16000,Fp2,-26.03281,0.719230,ictal,200,0.68,1.36,SIMULATED,40404
1.16500,Fp2,-24.28728,0.720562,ictal,200,0.68,1.36,SIMULATED,40404
1.17000,Fp2,-14.34837,0.719396,ictal,200,0.68,1.36,SIMULATED,40404
1.17500,Fp2,-10.72280,0.721776,ictal,200,0.68,1.36,SIMULATED,40404
1.18000,Fp2,10.09959,0.720581,ictal,200,0.68,1.36,SIMULATED,40404
1.18500,Fp2,22.15845,0.717622,ictal,200,0.68,1.36,SIMULATED,40404
1.19000,Fp2,40.35061,0.723635,ictal,200,0.68,1.36,SIMULATED,40404
1.19500,Fp2,45.08902,0.725501,ictal,200,0.68,1.36,SIMULATED,40404
1.20000,Fp2,46.44198,0.724767,ictal,200,0.68,1.36,SIMULATED,40404
1.20500,Fp2,38.47283,0.721258,ictal,200,0.68,1.36,SIMULATED,40404
1.21000,Fp2,24.67817,0.715744,ictal,200,0.68,1.36,SIMULATED,40404
1.21500,Fp2,10.60460,0.708607,ictal,200,0.68,1.36,SIMULATED,40404
1.22000,Fp2,0.71519,0.695836,ictal,200,0.68,1.36,SIMULATED,40404
1.22500,Fp2,-12.68217,0.672074,ictal,200,0.68,1.36,SIMULATED,40404
1.23000,Fp2,-18.25532,0.646855,ictal,200,0.68,1.36,SIMULATED,40404
1.23500,Fp2,-15.79990,0.614066,ictal,200,0.68,1.36,SIMULATED,40404
1.24000,Fp2,-8.08317,0.575665,ictal,200,0.68,1.36,SIMULATED,40404
1.24500,Fp2,-8.87739,0.541030,ictal,200,0.68,1.36,SIMULATED,40404
1.25000,Fp2,-6.06468,0.504629,ictal,200,0.68,1.36,SIMULATED,40404
1.25500,Fp2,-0.32774,0.473051,ictal,200,0.68,1.36,SIMULATED,40404
1.26000,Fp2,6.61642,0.443116,ictal,200,0.68,1.36,SIMULATED,40404
1.26500,Fp2,7.85831,0.416518,ictal,200,0.68,1.36,SIMULATED,40404
1.27000,Fp2,11.19326,0.389604,ictal,200,0.68,1.36,SIMULATED,40404
1.27500,Fp2,15.34707,0.363074,ictal,200,0.68,1.36,SIMULATED,40404
1.28000,Fp2,18.50137,0.336158,ictal,200,0.68,1.36,SIMULATED,40404
1.28500,Fp2,14.46918,0.315603,ictal,200,0.68,1.36,SIMULATED,40404
1.29000,Fp2,12.17090,0.296948,ictal,200,0.68,1.36,SIMULATED,40404
1.29500,Fp2,3.17143,0.271906,ictal,200,0.68,1.36,SIMULATED,40404
1.30000,Fp2,-3.18356,0.250111,ictal,200,0.68,1.36,SIMULATED,40404
1.30500,Fp2,-12.11833,0.233087,ictal,200,0.68,1.36,SIMULATED,40404
1.31000,Fp2,-12.63838,0.214229,ictal,200,0.68,1.36,SIMULATED,40404
1.31500,Fp2,-12.54362,0.187697,ictal,200,0.68,1.36,SIMULATED,40404
1.32000,Fp2,-8.04297,0.165014,ictal,200,0.68,1.36,SIMULATED,40404
1.32500,Fp2,-8.63611,0.150080,ictal,200,0.68,1.36,SIMULATED,40404
1.33000,Fp2,-7.33536,0.122535,ictal,200,0.68,1.36,SIMULATED,40404
1.33500,Fp2,-8.64018,0.094041,ictal,200,0.68,1.36,SIMULATED,40404
1.34000,Fp2,-4.95690,0.073232,ictal,200,0.68,1.36,SIMULATED,40404
1.34500,Fp2,-1.25238,0.055988,ictal,200,0.68,1.36,SIMULATED,40404
1.35000,Fp2,3.12351,0.031624,ictal,200,0.68,1.36,SIMULATED,40404
1.35500,Fp2,2.60742,0.021213,ictal,200,0.68,1.36,SIMULATED,40404
1.36000,Fp2,4.02705,0.014276,ictal,200,0.68,1.36,SIMULATED,40404
1.36500,Fp2,3.77159,0.010011,non-ictal,200,0.68,1.36,SIMULATED,40404
1.37000,Fp2,7.25559,0.006228,non-ictal,200,0.68,1.36,SIMULATED,40404
1.37500,Fp2,2.44998,0.007701,non-ictal,200,0.68,1.36,SIMULATED,40404
1.38000,Fp2,-3.66945,0.012149,non-ictal,200,0.68,1.36,SIMULATED,40404
1.38500,Fp2,-1.78242,0.012034,non-ictal,200,0.68,1.36,SIMULATED,40404
1.39000,Fp2,0.71621,0.011036,non-ictal,200,0.68,1.36,SIMULATED,40404
1.39500,Fp2,8.27692,0.015021,non-ictal,200,0.68,1.36,SIMULATED,40404
1.40000,Fp2,8.37688,0.013639,non-ictal,200,0.68,1.36,SIMULATED,40404
1.40500,Fp2,11.51055,0.007372,non-ictal,200,0.68,1.36,SIMULATED,40404
1.41000,Fp2,13.93534,0.007372,non-ictal,200,0.68,1.36,SIMULATED,40404
1.41500,Fp2,8.48123,0.006724,non-ictal,200,0.68,1.36,SIMULATED,40404
1.42000,Fp2,1.13833,0.002102,non-ictal,200,0.68,1.36,SIMULATED,40404
1.42500,Fp2,-1.51289,0.003064,non-ictal,200,0.68,1.36,SIMULATED,40404
1.43000,Fp2,-5.61003,0.003064,non-ictal,200,0.68,1.36,SIMULATED,40404
1.43500,Fp2,-5.55595,0.004253,non-ictal,200,0.68,1.36,SIMULATED,40404
1.44000,Fp2,-10.55890,0.002451,non-ictal,200,0.68,1.36,SIMULATED,40404
1.44500,Fp2,-3.91532,0.006486,non-ictal,200,0.68,1.36,SIMULATED,40404
1.45000,Fp2,-3.42960,0.005224,non-ictal,200,0.68,1.36,SIMULATED,40404
1.45500,Fp2,-0.57997,0.010348,non-ictal,200,0.68,1.36,SIMULATED,40404
1.46000,Fp2,-8.60548,0.009160,non-ictal,200,0.68,1.36,SIMULATED,40404
1.46500,Fp2,-6.56895,0.013424,non-ictal,200,0.68,1.36,SIMULATED,40404
1.47000,Fp2,-16.59063,0.013898,non-ictal,200,0.68,1.36,SIMULATED,40404
1.47500,Fp2,-16.14598,0.013898,non-ictal,200,0.68,1.36,SIMULATED,40404
1.48000,Fp2,-14.51994,0.008773,non-ictal,200,0.68,1.36,SIMULATED,40404
1.48500,Fp2,-4.27667,0.008773,non-ictal,200,0.68,1.36,SIMULATED,40404
1.49000,Fp2,-2.28753,0.007922,non-ictal,200,0.68,1.36,SIMULATED,40404
1.49500,Fp2,-9.05968,0.006054,non-ictal,200,0.68,1.36,SIMULATED,40404
1.50000,Fp2,-10.37790,0.006054,non-ictal,200,0.68,1.36,SIMULATED,40404
1.50500,Fp2,-3.95674,0.006054,non-ictal,200,0.68,1.36,SIMULATED,40404
1.51000,Fp2,3.28690,0.008062,non-ictal,200,0.68,1.36,SIMULATED,40404
1.51500,Fp2,1.01416,0.004649,non-ictal,200,0.68,1.36,SIMULATED,40404
1.52000,Fp2,1.69844,0.003159,non-ictal,200,0.68,1.36,SIMULATED,40404
1.52500,Fp2,0.91004,0.008906,non-ictal,200,0.68,1.36,SIMULATED,40404
1.53000,Fp2,5.25037,0.011932,non-ictal,200,0.68,1.36,SIMULATED,40404
1.53500,Fp2,8.11026,0.011954,non-ictal,200,0.68,1.36,SIMULATED,40404
1.54000,Fp2,12.82206,0.013257,non-ictal,200,0.68,1.36,SIMULATED,40404
1.54500,Fp2,14.97183,0.012402,non-ictal,200,0.68,1.36,SIMULATED,40404
1.55000,Fp2,14.20944,0.009377,non-ictal,200,0.68,1.36,SIMULATED,40404
1.55500,Fp2,7.85386,0.007216,non-ictal,200,0.68,1.36,SIMULATED,40404
1.56000,Fp2,7.31430,0.005187,non-ictal,200,0.68,1.36,SIMULATED,40404
1.56500,Fp2,3.79352,0.004826,non-ictal,200,0.68,1.36,SIMULATED,40404
1.57000,Fp2,8.54997,0.006441,non-ictal,200,0.68,1.36,SIMULATED,40404
1.57500,Fp2,8.08574,0.003720,non-ictal,200,0.68,1.36,SIMULATED,40404
1.58000,Fp2,7.86363,0.002855,non-ictal,200,0.68,1.36,SIMULATED,40404
1.58500,Fp2,7.06625,0.006727,non-ictal,200,0.68,1.36,SIMULATED,40404
1.59000,Fp2,3.72876,0.005785,non-ictal,200,0.68,1.36,SIMULATED,40404
1.59500,Fp2,2.58425,0.005484,non-ictal,200,0.68,1.36,SIMULATED,40404
1.60000,Fp2,-4.02049,0.005484,non-ictal,200,0.68,1.36,SIMULATED,40404
1.60500,Fp2,-5.00020,0.005544,non-ictal,200,0.68,1.36,SIMULATED,40404
1.61000,Fp2,-5.91983,0.001672,non-ictal,200,0.68,1.36,SIMULATED,40404
1.61500,Fp2,-6.49661,0.007220,non-ictal,200,0.68,1.36,SIMULATED,40404
1.62000,Fp2,-8.06717,0.005608,non-ictal,200,0.68,1.36,SIMULATED,40404
1.62500,Fp2,-11.14971,0.005964,non-ictal,200,0.68,1.36,SIMULATED,40404
1.63000,Fp2,-12.48796,0.005904,non-ictal,200,0.68,1.36,SIMULATED,40404
1.63500,Fp2,-11.08571,0.008535,non-ictal,200,0.68,1.36,SIMULATED,40404
1.64000,Fp2,-10.39373,0.002987,non-ictal,200,0.68,1.36,SIMULATED,40404
1.64500,Fp2,-6.21957,0.002987,non-ictal,200,0.68,1.36,SIMULATED,40404
1.65000,Fp2,-4.71413,0.002660,non-ictal,200,0.68,1.36,SIMULATED,40404
1.65500,Fp2,-4.06743,0.002660,non-ictal,200,0.68,1.36,SIMULATED,40404
1.66000,Fp2,-0.46966,0.000029,non-ictal,200,0.68,1.36,SIMULATED,40404
1.66500,Fp2,-2.97114,0.000462,non-ictal,200,0.68,1.36,SIMULATED,40404
1.67000,Fp2,-1.92886,0.000462,non-ictal,200,0.68,1.36,SIMULATED,40404
1.67500,Fp2,-6.31880,0.000433,non-ictal,200,0.68,1.36,SIMULATED,40404
1.68000,Fp2,0.82711,0.004537,non-ictal,200,0.68,1.36,SIMULATED,40404
